"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}",,StartDate,Start Date
"{""ImportId"":""QID29#1_1"",""choiceId"":""2""}",,Q4.4#1_1_2,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Who was involved in this step: - Bug detection: There are contingencies in place to detect and fix bugs in the KG. - Domain Expert
"{""ImportId"":""QID29#1_1"",""choiceId"":""3""}",,Q4.4#1_1_3,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Who was involved in this step: - Bug detection: There are contingencies in place to detect and fix bugs in the KG. - Automated
"{""ImportId"":""QID29#1_1"",""choiceId"":""4""}",,Q4.4#1_1_4,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Who was involved in this step: - Bug detection: There are contingencies in place to detect and fix bugs in the KG. - LLM
"{""ImportId"":""QID29#1_1"",""choiceId"":""5""}",,Q4.4#1_1_5,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Who was involved in this step: - Bug detection: There are contingencies in place to detect and fix bugs in the KG. - Not applicable
"{""ImportId"":""QID29#1_2"",""choiceId"":""1""}",,Q4.4#1_2_1,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Who was involved in this step: - Other Task - Onto/KG Engineer
"{""ImportId"":""QID29#1_2"",""choiceId"":""2""}",,Q4.4#1_2_2,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Who was involved in this step: - Other Task - Domain Expert
"{""ImportId"":""QID29#1_2"",""choiceId"":""3""}",,Q4.4#1_2_3,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Who was involved in this step: - Other Task - Automated
"{""ImportId"":""QID29#1_2"",""choiceId"":""4""}",,Q4.4#1_2_4,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Who was involved in this step: - Other Task - LLM
"{""ImportId"":""QID29#1_2"",""choiceId"":""5""}",,Q4.4#1_2_5,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Who was involved in this step: - Other Task - Not applicable
"{""ImportId"":""QID29#1_2_TEXT""}",,Q4.4#1_2_TEXT,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Who was involved in this step: - Other Task - Text
"{""ImportId"":""QID29#2_1_1""}",,Q4.4#2_1_1,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Comment about this task: - Bug detection: There are contingencies in place to detect and fix bugs in the KG. - Comment
"{""ImportId"":""QID29#2_2_TEXT""}",,Q4.4#2_2_TEXT,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Comment about this task: - Other Task - Text
"{""ImportId"":""QID29#2_2_1""}",,Q4.4#2_2_1,KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - Comment about this task: - Other Task - Comment
"{""ImportId"":""QID29#3_1_1""}",KG miant.: tools,Q4.4#3_1_1,"KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - If you performed this step, with what tools or libraries? - Bug detection: There are contingencies in place to detect and fix bugs in the KG. - Tool, Library, etc."
"{""ImportId"":""QID29#3_2_TEXT""}",,Q4.4#3_2_TEXT,"KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - If you performed this step, with what tools or libraries? - Other Task - Text"
"{""ImportId"":""QID29#3_2_1""}",,Q4.4#3_2_1,"KG Maintenance Choose from the tasks below that align with those you followed and select the acto... - If you performed this step, with what tools or libraries? - Other Task - Tool, Library, etc."
"{""ImportId"":""QID30_TEXT""}",,Q4.4.1,KG Maintenance Are there any other steps you performed that you were unable to mark or add above? Please describe below:
"{""ImportId"":""QID32"",""choiceId"":""1""}",Types of Changes,Q5.1_1,What are the types of evolution and changes you foresee for your graph: - Selected Choice - Change of ontology requirements (e.g. business/task requirements)
"{""ImportId"":""QID32"",""choiceId"":""2""}",,Q5.1_2,What are the types of evolution and changes you foresee for your graph: - Selected Choice - Change of domain knowledge (which will require a change in modelling)
"{""ImportId"":""QID32"",""choiceId"":""3""}",,Q5.1_3,"What are the types of evolution and changes you foresee for your graph: - Selected Choice - Data-driven ontology change, e.g. available information changes and requires a change in the ontology"
"{""ImportId"":""QID32"",""choiceId"":""4""}",,Q5.1_4,What are the types of evolution and changes you foresee for your graph: - Selected Choice - Change of data modelling in already integrated data sources (change of column label in a database (DB schema) or change of class label/ID in a KG)
"{""ImportId"":""QID32"",""choiceId"":""5""}",,Q5.1_5,What are the types of evolution and changes you foresee for your graph: - Selected Choice - New data to be added or integrated (new data source or new column)
"{""ImportId"":""QID32"",""choiceId"":""6""}",,Q5.1_6,"What are the types of evolution and changes you foresee for your graph: - Selected Choice - Deletion/Removal of data source, e.g no longer available or privacy issues, removal of column."
"{""ImportId"":""QID32"",""choiceId"":""7""}",,Q5.1_7,What are the types of evolution and changes you foresee for your graph: - Selected Choice - New data items in already integrated data source (more rows)
"{""ImportId"":""QID32"",""choiceId"":""8""}",,Q5.1_8,What are the types of evolution and changes you foresee for your graph: - Selected Choice - Deletion/Removal of data items (fewer rows)
"{""ImportId"":""QID32"",""choiceId"":""9""}",,Q5.1_9,What are the types of evolution and changes you foresee for your graph: - Selected Choice - Not relevant or not applicable
"{""ImportId"":""QID32"",""choiceId"":""10""}",,Q5.1_10,What are the types of evolution and changes you foresee for your graph: - Selected Choice - Other:
"{""ImportId"":""QID32_10_TEXT""}",,Q5.1_10_TEXT,What are the types of evolution and changes you foresee for your graph: - Other: - Text
"{""ImportId"":""QID34_TEXT""}",,Q5.1.1,Please explain why you do not care about changes or why the question is not applicable:
"{""ImportId"":""QID35#1_1"",""choiceId"":""1""}",,Q5.2#1_1_1,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change conceptualisation: I noted down the changes to be applied and conceptualized them, e.g. in a visual or formal way. - Onto/KG Engineer"
"{""ImportId"":""QID35#1_1"",""choiceId"":""2""}",,Q5.2#1_1_2,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change conceptualisation: I noted down the changes to be applied and conceptualized them, e.g. in a visual or formal way. - Domain Expert"
"{""ImportId"":""QID35#1_1"",""choiceId"":""3""}",,Q5.2#1_1_3,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change conceptualisation: I noted down the changes to be applied and conceptualized them, e.g. in a visual or formal way. - Automated"
"{""ImportId"":""QID35#1_1"",""choiceId"":""4""}",,Q5.2#1_1_4,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change conceptualisation: I noted down the changes to be applied and conceptualized them, e.g. in a visual or formal way. - LLM"
"{""ImportId"":""QID35#1_1"",""choiceId"":""5""}",,Q5.2#1_1_5,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change conceptualisation: I noted down the changes to be applied and conceptualized them, e.g. in a visual or formal way. - Not applicable"
"{""ImportId"":""QID35#1_2"",""choiceId"":""1""}",,Q5.2#1_2_1,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change evaluation: I evaluated the changes to ensure ontology consistency or other artifacts like shapes, mappings or downstream tasks that might be affected. - Onto/KG Engineer"
"{""ImportId"":""QID35#1_2"",""choiceId"":""2""}",,Q5.2#1_2_2,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change evaluation: I evaluated the changes to ensure ontology consistency or other artifacts like shapes, mappings or downstream tasks that might be affected. - Domain Expert"
"{""ImportId"":""QID35#1_2"",""choiceId"":""3""}",,Q5.2#1_2_3,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change evaluation: I evaluated the changes to ensure ontology consistency or other artifacts like shapes, mappings or downstream tasks that might be affected. - Automated"
"{""ImportId"":""QID35#1_2"",""choiceId"":""4""}",,Q5.2#1_2_4,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change evaluation: I evaluated the changes to ensure ontology consistency or other artifacts like shapes, mappings or downstream tasks that might be affected. - LLM"
"{""ImportId"":""QID35#1_2"",""choiceId"":""5""}",,Q5.2#1_2_5,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change evaluation: I evaluated the changes to ensure ontology consistency or other artifacts like shapes, mappings or downstream tasks that might be affected. - Not applicable"
"{""ImportId"":""QID35#1_3"",""choiceId"":""1""}",,Q5.2#1_3_1,Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Other Task - Onto/KG Engineer
"{""ImportId"":""QID35#1_3"",""choiceId"":""2""}",,Q5.2#1_3_2,Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Other Task - Domain Expert
"{""ImportId"":""QID35#1_3"",""choiceId"":""3""}",,Q5.2#1_3_3,Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Other Task - Automated
"{""ImportId"":""QID35#1_3"",""choiceId"":""4""}",,Q5.2#1_3_4,Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Other Task - LLM
"{""ImportId"":""QID35#1_3"",""choiceId"":""5""}",,Q5.2#1_3_5,Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Other Task - Not applicable
"{""ImportId"":""QID35#1_3_TEXT""}",,Q5.2#1_3_TEXT,Change Analysis Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Other Task - Text
"{""ImportId"":""QID35#2_1_1""}",,Q5.2#2_1_1,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - Comment about this task: - Change conceptualisation: I noted down the changes to be applied and conceptualized them, e.g. in a visual or formal way. - Comment"
"{""ImportId"":""QID35#2_2_1""}",,Q5.2#2_2_1,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - Comment about this task: - Change evaluation: I evaluated the changes to ensure ontology consistency or other artifacts like shapes, mappings or downstream tasks that might be affected. - Comment"
"{""ImportId"":""QID35#2_3_TEXT""}",,Q5.2#2_3_TEXT,Change Analysis Choose from the tasks below that align with those you followed and select the act... - Comment about this task: - Other Task - Text
"{""ImportId"":""QID35#2_3_1""}",,Q5.2#2_3_1,Change Analysis Choose from the tasks below that align with those you followed and select the act... - Comment about this task: - Other Task - Comment
"{""ImportId"":""QID35#3_1_1""}",Change analysis: tools,Q5.2#3_1_1,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - If you performed this step, with what tools or libraries? - Change conceptualisation: I noted down the changes to be applied and conceptualized them, e.g. in a visual or formal way. - Tool, Library, etc."
"{""ImportId"":""QID35#3_2_1""}",,Q5.2#3_2_1,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - If you performed this step, with what tools or libraries? - Change evaluation: I evaluated the changes to ensure ontology consistency or other artifacts like shapes, mappings or downstream tasks that might be affected. - Tool, Library, etc."
"{""ImportId"":""QID35#3_3_TEXT""}",,Q5.2#3_3_TEXT,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - If you performed this step, with what tools or libraries? - Other Task - Text"
"{""ImportId"":""QID35#3_3_1""}",,Q5.2#3_3_1,"Change Analysis Choose from the tasks below that align with those you followed and select the act... - If you performed this step, with what tools or libraries? - Other Task - Tool, Library, etc."
"{""ImportId"":""QID37_TEXT""}",,Q5.2.1,Change Analysis Are there any other steps you performed that you were unable to mark or add above? Please describe below:
"{""ImportId"":""QID36#1_1"",""choiceId"":""1""}",,Q5.3#1_1_1,"Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change encoding: I implemented the change in the ontology, producing a new version. - Onto/KG Engineer"
"{""ImportId"":""QID36#1_1"",""choiceId"":""2""}",,Q5.3#1_1_2,"Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change encoding: I implemented the change in the ontology, producing a new version. - Domain Expert"
"{""ImportId"":""QID36#1_1"",""choiceId"":""3""}",,Q5.3#1_1_3,"Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change encoding: I implemented the change in the ontology, producing a new version. - Automated"
"{""ImportId"":""QID36#1_1"",""choiceId"":""4""}",,Q5.3#1_1_4,"Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change encoding: I implemented the change in the ontology, producing a new version. - LLM"
"{""ImportId"":""QID36#1_1"",""choiceId"":""5""}",,Q5.3#1_1_5,"Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Change encoding: I implemented the change in the ontology, producing a new version. - Not applicable"
"{""ImportId"":""QID36#1_2"",""choiceId"":""1""}",,Q5.3#1_2_1,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Ontology evaluation: I executed an ontology evaluation. - Onto/KG Engineer
"{""ImportId"":""QID36#1_2"",""choiceId"":""2""}",,Q5.3#1_2_2,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Ontology evaluation: I executed an ontology evaluation. - Domain Expert
"{""ImportId"":""QID36#1_2"",""choiceId"":""3""}",,Q5.3#1_2_3,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Ontology evaluation: I executed an ontology evaluation. - Automated
"{""ImportId"":""QID36#1_2"",""choiceId"":""4""}",,Q5.3#1_2_4,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Ontology evaluation: I executed an ontology evaluation. - LLM
"{""ImportId"":""QID36#1_2"",""choiceId"":""5""}",,Q5.3#1_2_5,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Ontology evaluation: I executed an ontology evaluation. - Not applicable
"{""ImportId"":""QID36#1_3"",""choiceId"":""1""}",,Q5.3#1_3_1,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Incremental ontology evaluation: I executed an ontology evluation incrementally. - Onto/KG Engineer
"{""ImportId"":""QID36#1_3"",""choiceId"":""2""}",,Q5.3#1_3_2,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Incremental ontology evaluation: I executed an ontology evluation incrementally. - Domain Expert
"{""ImportId"":""QID36#1_3"",""choiceId"":""3""}",,Q5.3#1_3_3,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Incremental ontology evaluation: I executed an ontology evluation incrementally. - Automated
"{""ImportId"":""QID36#1_3"",""choiceId"":""4""}",,Q5.3#1_3_4,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Incremental ontology evaluation: I executed an ontology evluation incrementally. - LLM
"{""ImportId"":""QID36#1_3"",""choiceId"":""5""}",,Q5.3#1_3_5,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Incremental ontology evaluation: I executed an ontology evluation incrementally. - Not applicable
"{""ImportId"":""QID36#1_4"",""choiceId"":""1""}",,Q5.3#1_4_1,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Other Task - Onto/KG Engineer
"{""ImportId"":""QID36#1_4"",""choiceId"":""2""}",,Q5.3#1_4_2,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Other Task - Domain Expert
"{""ImportId"":""QID36#1_4"",""choiceId"":""3""}",,Q5.3#1_4_3,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Other Task - Automated
"{""ImportId"":""QID36#1_4"",""choiceId"":""4""}",,Q5.3#1_4_4,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Other Task - LLM
"{""ImportId"":""QID36#1_4"",""choiceId"":""5""}",,Q5.3#1_4_5,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Other Task - Not applicable
"{""ImportId"":""QID36#1_4_TEXT""}",,Q5.3#1_4_TEXT,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Who was involved in this step: - Other Task - Text
"{""ImportId"":""QID36#2_1_1""}",,Q5.3#2_1_1,"Ontology Update Choose from the tasks below that align with those you followed and select the act... - Comment about this task: - Change encoding: I implemented the change in the ontology, producing a new version. - Comment"
"{""ImportId"":""QID36#2_2_1""}",,Q5.3#2_2_1,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Comment about this task: - Ontology evaluation: I executed an ontology evaluation. - Comment
"{""ImportId"":""QID36#2_3_1""}",,Q5.3#2_3_1,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Comment about this task: - Incremental ontology evaluation: I executed an ontology evluation incrementally. - Comment
"{""ImportId"":""QID36#2_4_TEXT""}",,Q5.3#2_4_TEXT,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Comment about this task: - Other Task - Text
"{""ImportId"":""QID36#2_4_1""}",,Q5.3#2_4_1,Ontology Update Choose from the tasks below that align with those you followed and select the act... - Comment about this task: - Other Task - Comment
"{""ImportId"":""QID36#3_1_1""}",Ontology Update: tools,Q5.3#3_1_1,"Ontology Update Choose from the tasks below that align with those you followed and select the act... - If you performed this step, with what tools or libraries? - Change encoding: I implemented the change in the ontology, producing a new version. - Tool, Library, etc."
"{""ImportId"":""QID36#3_2_1""}",,Q5.3#3_2_1,"Ontology Update Choose from the tasks below that align with those you followed and select the act... - If you performed this step, with what tools or libraries? - Ontology evaluation: I executed an ontology evaluation. - Tool, Library, etc."
"{""ImportId"":""QID36#3_3_1""}",,Q5.3#3_3_1,"Ontology Update Choose from the tasks below that align with those you followed and select the act... - If you performed this step, with what tools or libraries? - Incremental ontology evaluation: I executed an ontology evluation incrementally. - Tool, Library, etc."
"{""ImportId"":""QID36#3_4_TEXT""}",,Q5.3#3_4_TEXT,"Ontology Update Choose from the tasks below that align with those you followed and select the act... - If you performed this step, with what tools or libraries? - Other Task - Text"
"{""ImportId"":""QID36#3_4_1""}",,Q5.3#3_4_1,"Ontology Update Choose from the tasks below that align with those you followed and select the act... - If you performed this step, with what tools or libraries? - Other Task - Tool, Library, etc."
"{""ImportId"":""QID38_TEXT""}",,Q5.3.1,Ontology Update Are there any other steps you performed that you were unable to mark or add above? Please describe below:
"{""ImportId"":""QID39#1_1"",""choiceId"":""1""}",,Q5.4#1_1_1,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Ontology delta detection: If a list of changes is not available, I run an ontology diff program or extract the changes in some way. - Onto/KG Engineer"
"{""ImportId"":""QID39#1_1"",""choiceId"":""2""}",,Q5.4#1_1_2,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Ontology delta detection: If a list of changes is not available, I run an ontology diff program or extract the changes in some way. - Domain Expert"
"{""ImportId"":""QID39#1_1"",""choiceId"":""3""}",,Q5.4#1_1_3,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Ontology delta detection: If a list of changes is not available, I run an ontology diff program or extract the changes in some way. - Automated"
"{""ImportId"":""QID39#1_1"",""choiceId"":""4""}",,Q5.4#1_1_4,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Ontology delta detection: If a list of changes is not available, I run an ontology diff program or extract the changes in some way. - LLM"
"{""ImportId"":""QID39#1_1"",""choiceId"":""5""}",,Q5.4#1_1_5,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Ontology delta detection: If a list of changes is not available, I run an ontology diff program or extract the changes in some way. - Not applicable"
"{""ImportId"":""QID39#1_2"",""choiceId"":""1""}",,Q5.4#1_2_1,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Analysis of change impact: I analyse the impact these changes will have on the KG to determine the best course of action and, hence, refine it to changes that need further processing and filter out those that do not have an effect. - Onto/KG Engineer"
"{""ImportId"":""QID39#1_2"",""choiceId"":""2""}",,Q5.4#1_2_2,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Analysis of change impact: I analyse the impact these changes will have on the KG to determine the best course of action and, hence, refine it to changes that need further processing and filter out those that do not have an effect. - Domain Expert"
"{""ImportId"":""QID39#1_2"",""choiceId"":""3""}",,Q5.4#1_2_3,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Analysis of change impact: I analyse the impact these changes will have on the KG to determine the best course of action and, hence, refine it to changes that need further processing and filter out those that do not have an effect. - Automated"
"{""ImportId"":""QID39#1_2"",""choiceId"":""4""}",,Q5.4#1_2_4,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Analysis of change impact: I analyse the impact these changes will have on the KG to determine the best course of action and, hence, refine it to changes that need further processing and filter out those that do not have an effect. - LLM"
"{""ImportId"":""QID39#1_2"",""choiceId"":""5""}",,Q5.4#1_2_5,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Analysis of change impact: I analyse the impact these changes will have on the KG to determine the best course of action and, hence, refine it to changes that need further processing and filter out those that do not have an effect. - Not applicable"
"{""ImportId"":""QID39#1_3"",""choiceId"":""1""}",,Q5.4#1_3_1,Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Other Task - Onto/KG Engineer
"{""ImportId"":""QID39#1_3"",""choiceId"":""2""}",,Q5.4#1_3_2,Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Other Task - Domain Expert
"{""ImportId"":""QID39#1_3"",""choiceId"":""3""}",,Q5.4#1_3_3,Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Other Task - Automated
"{""ImportId"":""QID39#1_3"",""choiceId"":""4""}",,Q5.4#1_3_4,Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Other Task - LLM
"{""ImportId"":""QID39#1_3"",""choiceId"":""5""}",,Q5.4#1_3_5,Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Other Task - Not applicable
"{""ImportId"":""QID39#1_3_TEXT""}",,Q5.4#1_3_TEXT,Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Who was involved in this step: - Other Task - Text
"{""ImportId"":""QID39#2_1_1""}",,Q5.4#2_1_1,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Comment about this task: - Ontology delta detection: If a list of changes is not available, I run an ontology diff program or extract the changes in some way. - Comment"
"{""ImportId"":""QID39#2_2_1""}",,Q5.4#2_2_1,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Comment about this task: - Analysis of change impact: I analyse the impact these changes will have on the KG to determine the best course of action and, hence, refine it to changes that need further processing and filter out those that do not have an effect. - Comment"
"{""ImportId"":""QID39#2_3_TEXT""}",,Q5.4#2_3_TEXT,Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Comment about this task: - Other Task - Text
"{""ImportId"":""QID39#2_3_1""}",,Q5.4#2_3_1,Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - Comment about this task: - Other Task - Comment
"{""ImportId"":""QID39#3_1_1""}",impact assessment: tools,Q5.4#3_1_1,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - If you performed this step, with what tools or libraries? - Ontology delta detection: If a list of changes is not available, I run an ontology diff program or extract the changes in some way. - Tool, Library, etc."
"{""ImportId"":""QID39#3_2_1""}",,Q5.4#3_2_1,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - If you performed this step, with what tools or libraries? - Analysis of change impact: I analyse the impact these changes will have on the KG to determine the best course of action and, hence, refine it to changes that need further processing and filter out those that do not have an effect. - Tool, Library, etc."
"{""ImportId"":""QID39#3_3_TEXT""}",,Q5.4#3_3_TEXT,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - If you performed this step, with what tools or libraries? - Other Task - Text"
"{""ImportId"":""QID39#3_3_1""}",,Q5.4#3_3_1,"Change Impact Assessment Choose from the tasks below that align with those you followed and selec... - If you performed this step, with what tools or libraries? - Other Task - Tool, Library, etc."
"{""ImportId"":""QID40_TEXT""}",,Q5.4.1,Change Impact Analysis Are there any other steps you performed that you were unable to mark or add above? Please describe below:
"{""ImportId"":""QID41#1_1"",""choiceId"":""1""}",,Q5.5#1_1_1,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - Onto/KG Engineer
"{""ImportId"":""QID41#1_1"",""choiceId"":""2""}",,Q5.5#1_1_2,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - Domain Expert
"{""ImportId"":""QID41#1_1"",""choiceId"":""3""}",,Q5.5#1_1_3,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - Automated
"{""ImportId"":""QID41#1_1"",""choiceId"":""4""}",,Q5.5#1_1_4,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - LLM
"{""ImportId"":""QID41#1_1"",""choiceId"":""5""}",,Q5.5#1_1_5,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - Not applicable
"{""ImportId"":""QID41#1_2"",""choiceId"":""1""}",,Q5.5#1_2_1,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - Onto/KG Engineer
"{""ImportId"":""QID41#1_2"",""choiceId"":""2""}",,Q5.5#1_2_2,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - Domain Expert
"{""ImportId"":""QID41#1_2"",""choiceId"":""3""}",,Q5.5#1_2_3,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - Automated
"{""ImportId"":""QID41#1_2"",""choiceId"":""4""}",,Q5.5#1_2_4,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - LLM
"{""ImportId"":""QID41#1_2"",""choiceId"":""5""}",,Q5.5#1_2_5,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - Not applicable
"{""ImportId"":""QID41#1_3"",""choiceId"":""1""}",,Q5.5#1_3_1,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - Onto/KG Engineer"
"{""ImportId"":""QID41#1_3"",""choiceId"":""2""}",,Q5.5#1_3_2,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - Domain Expert"
"{""ImportId"":""QID41#1_3"",""choiceId"":""3""}",,Q5.5#1_3_3,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - Automated"
"{""ImportId"":""QID41#1_3"",""choiceId"":""4""}",,Q5.5#1_3_4,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - LLM"
